时间戳,入口温度_℃,入口粉尘浓度_g_Nm3,烟气流量_Nm3_h,电场1电压_kV,电场2电压_kV,电场3电压_kV,电场4电压_kV,电场1振打周期_s,电场2振打周期_s,电场3振打周期_s,电场4振打周期_s,出口粉尘浓度_mg_Nm3,总电耗_kW,出口浓度原始缺失标记,右删失标记,未删失标记,入口粉尘负荷_kg_h,电场1振打频率_次_分钟,电场1_5分钟平均振打频率_次_分钟,电场2振打频率_次_分钟,电场2_5分钟平均振打频率_次_分钟,电场3振打频率_次_分钟,电场3_5分钟平均振打频率_次_分钟,电场4振打频率_次_分钟,电场4_5分钟平均振打频率_次_分钟,入口温度_℃_滞后1分钟,入口温度_℃_滞后3分钟,入口温度_℃_滞后5分钟,入口粉尘浓度_g_Nm3_滞后1分钟,入口粉尘浓度_g_Nm3_滞后3分钟,入口粉尘浓度_g_Nm3_滞后5分钟,烟气流量_Nm3_h_滞后1分钟,烟气流量_Nm3_h_滞后3分钟,烟气流量_Nm3_h_滞后5分钟,入口粉尘负荷_kg_h_滞后1分钟,入口粉尘负荷_kg_h_滞后3分钟,入口粉尘负荷_kg_h_滞后5分钟,电场1电压_kV_滞后1分钟,电场1电压_kV_滞后3分钟,电场1电压_kV_滞后5分钟,电场2电压_kV_滞后1分钟,电场2电压_kV_滞后3分钟,电场2电压_kV_滞后5分钟,电场3电压_kV_滞后1分钟,电场3电压_kV_滞后3分钟,电场3电压_kV_滞后5分钟,电场4电压_kV_滞后1分钟,电场4电压_kV_滞后3分钟,电场4电压_kV_滞后5分钟,数据集,入口温度_℃_标准化,入口粉尘浓度_g_Nm3_标准化,烟气流量_Nm3_h_标准化,入口粉尘负荷_kg_h_标准化,电场1电压_kV_标准化,电场2电压_kV_标准化,电场3电压_kV_标准化,电场4电压_kV_标准化,电场1_5分钟平均振打频率_次_分钟_标准化,电场2_5分钟平均振打频率_次_分钟_标准化,电场3_5分钟平均振打频率_次_分钟_标准化,电场4_5分钟平均振打频率_次_分钟_标准化,入口温度_℃_滞后1分钟_标准化,入口温度_℃_滞后3分钟_标准化,入口温度_℃_滞后5分钟_标准化,入口粉尘浓度_g_Nm3_滞后1分钟_标准化,入口粉尘浓度_g_Nm3_滞后3分钟_标准化,入口粉尘浓度_g_Nm3_滞后5分钟_标准化,烟气流量_Nm3_h_滞后1分钟_标准化,烟气流量_Nm3_h_滞后3分钟_标准化,烟气流量_Nm3_h_滞后5分钟_标准化,入口粉尘负荷_kg_h_滞后1分钟_标准化,入口粉尘负荷_kg_h_滞后3分钟_标准化,入口粉尘负荷_kg_h_滞后5分钟_标准化,电场1电压_kV_滞后1分钟_标准化,电场1电压_kV_滞后3分钟_标准化,电场1电压_kV_滞后5分钟_标准化,电场2电压_kV_滞后1分钟_标准化,电场2电压_kV_滞后3分钟_标准化,电场2电压_kV_滞后5分钟_标准化,电场3电压_kV_滞后1分钟_标准化,电场3电压_kV_滞后3分钟_标准化,电场3电压_kV_滞后5分钟_标准化,电场4电压_kV_滞后1分钟_标准化,电场4电压_kV_滞后3分钟_标准化,电场4电压_kV_滞后5分钟_标准化,电场1电压_振打交互项,电场2电压_振打交互项,电场3电压_振打交互项,电场4电压_振打交互项
2024-05-07 06:07:00,122.3,43.57,485059,58.8,59.8,43.4,44.6,202,193,442,440,49.69,1788.6,0,0,1,21134.02063,0.297029702970297,0.2916496113482916,0.31088082901554404,0.2958544009580282,0.13574660633484162,0.13394567679824515,0.13636363636363635,0.13349575879380673,120.6,125.2,120.7,40.6,40.69,42.29,482653.0,475412.0,484918.0,19595.7118,19344.514279999996,20507.18222,61.6,59.5,62.1,61.9,61.0,59.5,40.8,39.6,40.4,46.0,41.1,47.4,测试集,-0.6437464107248538,0.7467736207197768,0.9452008935651973,1.0157232309853659,0.05303298160548969,0.2556043008789341,-2.224560673670961,-1.8106940682865977,2.9040869083030967,3.19920865873939,-0.5091021216737481,-0.5708458819854688,-0.9389062288176727,-0.13962531708955603,-0.9210003140364237,0.42042885071135017,0.4300241245556651,0.6054675647158992,0.8375327852437321,0.5136987389193094,0.9384953247790331,0.6379058807006291,0.5759408066089498,0.8611690793344494,0.6333476063404555,0.19773716950746997,0.7365014243655666,0.6884703611729123,0.5026459671431804,0.19299087183089647,-3.139051772355419,-3.5626421307752403,-3.283939586492733,-1.3169761656439867,-3.0473373760981524,-0.8237392708677502,0.15401238758878155,0.8177314925829143,1.1325285587578688,1.0336272524169197
2024-05-07 06:08:00,122.0,41.9,467821,56.4,56.6,45.5,41.6,206,208,442,454,50.0,1705.4,0,1,0,19601.6999,0.2912621359223301,0.2870748134018676,0.28846153846153844,0.291370542847227,0.13574660633484162,0.1340679710381864,0.13215859030837004,0.13320141894902196,122.3,123.8,121.6,43.57,38.2,36.2,485059.0,490318.0,480553.0,21134.02063,18730.1476,17396.018600000003,58.8,60.2,61.3,59.8,60.5,61.1,43.4,44.0,45.8,44.6,43.6,42.3,测试集,-0.6958579516747345,0.5633760037202432,0.17444835293946848,0.6395263215334527,-0.4445021300416676,-0.40422663761551697,-1.4860264977880682,-2.869542221102057,2.5630024541323704,2.8676732136286027,-0.4923183380324443,-0.6108523343977077,-0.6436019043411269,-0.3828039055447474,-0.7646548736734277,0.7466371668198476,0.1565254426774283,-0.06349870848140723,0.9451038693832277,1.1800706718766003,0.7433827178808102,1.0156336761786373,0.4250757063663007,0.09711568720023694,0.052882636052470545,0.342851387876786,0.570656210075172,0.2554330048910949,0.399546815708802,0.5229495720993067,-2.224681279338523,-2.0147757997912437,-1.3830845168517893,-1.8111707559047419,-2.164738998063687,-2.624544787358966,-1.1392600501638601,-1.1591899009251743,0.7315980956631954,1.7528665644129746
2024-05-07 06:09:00,121.6,44.02,462272,58.9,56.9,44.9,43.1,198,230,429,445,49.84,1737.3,0,0,1,20349.21344,0.30303030303030304,0.2959567360768937,0.2608695652173913,0.28694068230579967,0.13986013986013987,0.13464273873624183,0.1348314606741573,0.13379408471022705,122.0,120.6,125.2,41.9,40.6,40.69,467821.0,482653.0,475412.0,19601.6999,19595.7118,19344.514279999996,56.4,61.6,59.5,56.6,61.9,61.0,45.5,40.8,39.6,41.6,46.0,41.1,测试集,-0.7653400062745772,0.7961921402705496,-0.07366081563763847,0.8230468326221848,0.07376361125745488,-0.3423674871316627,-1.6970362623260378,-2.3401181446943276,3.2252143776045195,2.540130336470427,-0.4134366450532304,-0.5302976456862551,-0.6957144321899286,-0.9386406791566118,-0.1392731122214362,0.5632136355399852,0.42013863002994606,0.42971287881841286,0.17440131393990896,0.8374072567338635,0.5135834253117921,0.6393762433274246,0.6376253677500355,0.5756359181172003,-0.44465876705151547,0.6330798246154166,0.19750447792178652,-0.4044334427764351,0.6882244397250613,0.5023271533325308,-1.486151265747953,-3.1404967677796063,-3.5655477449580575,-2.8701591636063615,-1.3174445551506007,-3.0482637324157205,0.23790345957157408,-0.869658040284285,0.7016169788297509,1.2409591427590894
2024-05-07 06:10:00,120.3,42.02,470211,59.9,58.3,44.5,45.3,207,196,455,447,49.94,1778.7,0,0,1,19758.26622,0.2898550724637681,0.2939277505696473,0.30612244897959184,0.2893416426899533,0.13186813186813187,0.1354300111653053,0.1342281879194631,0.13466569632009368,121.6,122.3,123.8,44.02,43.57,38.2,462272.0,485059.0,490318.0,20349.21344,21134.02063,18730.1476,58.9,58.8,60.2,56.9,59.8,60.5,44.9,43.4,44.0,43.1,44.6,43.6,测试集,-0.9911566837240622,0.5765542756004497,0.2813110152028106,0.6779645965989215,0.2810699077771039,-0.053691451540340246,-1.8377094386846835,-1.5636294992963256,3.073938753552006,2.7176567991692044,-0.3053905905333132,-0.4118288450467038,-0.7651978026549989,-0.6433523931753086,-0.3824771305638778,0.7960626692605294,0.7463599493786869,0.1561946488904505,-0.07369176415238571,0.9449673580819946,1.179871745684051,0.8229262796060061,1.0153755345431037,0.4247570177435094,0.07361352784847028,0.05262295113815394,0.34261904042588165,-0.34257096330760467,0.25520800370067165,0.39921505949865266,-1.6971598410595448,-2.225848481289062,-2.0167028733987697,-2.3406649597555518,-1.8116996468499007,-2.1655159302141445,0.8639916819733281,-0.14591493833586952,0.561219170708559,0.6439477307761615
2024-05-07 06:11:00,122.5,37.93,477912,59.5,61.1,46.1,46.0,212,199,437,466,49.68,1821.6,0,0,1,18127.20216,0.2830188679245283,0.2928392164622453,0.3015075376884422,0.29356838387250156,0.13729977116704806,0.1361042511130006,0.12875536480686695,0.13326744801449875,120.3,122.0,120.6,42.02,41.9,40.6,470211.0,467821.0,482653.0,19758.26622,19601.6999,19595.7118,59.9,56.4,61.6,58.3,56.6,61.9,44.5,45.5,40.8,45.3,41.6,46.0,测试集,-0.6090053834249325,0.1273948423500951,0.6256412922279143,0.2775254153773177,0.19814738916924457,0.5236606196423061,-1.2750167332500983,-1.3165649303060507,2.992780620183591,3.0301810773011555,-0.21285722665715862,-0.6018777130114893,-0.9910187566664743,-0.6954620907014204,-0.9383720296323138,0.5763937695241673,0.5629291065125597,0.41982667773667964,0.28125704589892575,0.17434348981969874,0.8372513260105394,0.6778207024284655,0.6390958174605615,0.6373261217496617,0.2809224458084646,-0.44491151184235583,0.6328481654340705,-0.053879392453060206,-0.40462656547934944,0.687928922233511,-1.8378322246006051,-1.487094096046699,-3.1431355072600713,-1.5640734607743656,-2.8708177004912594,-1.3180780401006322,0.5930116662456911,1.5867865005679138,0.27139652578108614,0.7924110892837366
2024-05-07 06:12:00,123.1,34.89,486412,62.2,58.8,44.1,42.7,176,199,440,438,49.88,1841.3,0,0,1,16970.914679999998,0.3409090909090909,0.3016150940500041,0.3015075376884422,0.29169372560708123,0.13636363636363635,0.13622765711875956,0.136986301369863,0.13339198101574407,122.5,121.6,122.3,37.93,44.02,43.57,477912.0,462272.0,485059.0,18127.20216,20349.21344,21134.02063,59.5,58.9,58.8,61.1,56.9,59.8,46.1,44.9,43.4,46.0,43.1,44.6,测试集,-0.5047823015251709,-0.20645471194845663,1.005696785633106,-0.006352344609615334,0.7578743897722975,0.049407132599417876,-1.9783826150433292,-2.4812978984030547,3.6470861112555184,2.8915692731141367,-0.19592086316456123,-0.5849512802625791,-0.6088602191085917,-0.7649416874029044,-0.6430528645022069,0.12717086956330664,0.7957874220072844,0.7460713134338883,0.6255649922656155,-0.07372425846823953,0.9447979313248863,0.2773170976567171,0.8226567246777926,1.0151108426032411,0.19799887862446713,0.07335355376234216,0.05238991541769135,0.5235037492560302,-0.34276707461872297,0.2548581281312227,-1.2751426904363612,-1.6981667775445173,-2.227908992247764,-1.3169761656439867,-2.34125867367058,-1.8124168093335142,2.7640331610147975,0.1428641464971525,0.3876064296090509,1.4514383823837138
2024-05-07 06:13:00,120.6,41.58,463108,57.7,60.0,43.7,46.7,201,192,461,458,49.68,1796.7,0,0,1,19256.03064,0.29850746268656714,0.3030641594028515,0.3125,0.2965014179147735,0.1301518438177874,0.1351087046153487,0.13100436681222707,0.1331611363165155,123.1,120.3,122.0,34.89,42.02,41.9,486412.0,470211.0,467821.0,16970.914679999998,19758.26622,19601.6999,62.2,59.9,56.4,58.8,58.3,56.6,44.1,44.5,45.5,42.7,45.3,41.6,测试集,-0.9390451427741814,0.5282339453730273,-0.03628124005096315,0.5546617727750937,-0.17500394456612303,0.296843734534838,-2.119055791401975,-1.0695003613157759,3.7551244707026292,3.2470489448162545,-0.3494870223815778,-0.6163275197963684,-0.5046351634109885,-0.9907503766827235,-0.6951680112898723,-0.20672585803596355,0.576109765880186,0.5626273600283869,1.005595838144964,0.28118831202337013,0.1742707565914234,-0.00660633321848829,0.677542553474017,0.6387967059670993,0.7577329571164524,0.28065958000422137,-0.44514572745348974,0.04922473999499149,-0.05408945060246364,-0.4050592724055962,-1.9785046081416655,-1.838881898543062,-1.4886875762762852,-2.481863414115767,-1.564572101000252,-2.8717141719754053,-0.657161594709735,0.9638661349966621,0.7405824987975141,0.659162505111072
2024-05-07 06:14:00,124.8,40.69,494634,57.9,60.7,44.7,45.5,200,224,441,450,50.0,1769.6,0,1,0,20126.65746,0.3,0.30245809879679086,0.26785714285714285,0.29789893344272383,0.1360544217687075,0.13434756099706224,0.13333333333333333,0.13286151084835068,120.6,122.5,121.6,41.58,37.93,44.02,463108.0,477912.0,462272.0,19256.03064,18127.20216,20349.21344,57.7,59.5,58.9,60.0,61.1,56.9,43.7,46.1,44.9,46.7,46.0,43.1,测试集,-0.20948356947584332,0.43049509559483273,1.3733222287833986,0.7684075719133369,-0.1335426852621941,0.44118175233049994,-1.7673728505053594,-1.4930396224419604,3.709938245336294,3.3503809239197277,-0.4539471328120908,-0.6570523902004936,-0.9389062288176727,-0.6086125948245666,-0.7646548736734277,0.5280666115821672,0.12686895910026968,0.7955023188425566,-0.036314612722369785,0.6254611052411414,-0.07376586555708485,0.5544980413708551,0.27701522846660614,0.8223744041092671,-0.17515717370352202,0.19773716950746997,0.07312056720399086,0.29667465787031616,0.5232657974300564,-0.34319201610526995,-2.119176991682726,-1.2760214145488806,-1.6998936951252797,-1.069878870513608,-1.3174445551506007,-2.34206549065446,-0.49543511543912133,1.478126926989585,0.80229383809684,0.9810052525895325
2024-05-07 06:15:00,124.1,38.8,483300,57.5,59.9,42.8,42.7,232,177,453,434,50.0,1755.0,0,1,0,18752.04,0.25862068965517243,0.2962112222350718,0.3389830508474576,0.304471053816297,0.13245033112582782,0.13446400084860144,0.1382488479262673,0.13366564284971152,124.8,123.1,120.3,40.69,34.89,42.02,494634.0,486412.0,470211.0,20126.65746,16970.914679999998,19758.26622,57.9,62.2,59.9,60.7,58.8,58.3,44.7,44.1,44.5,45.5,42.7,45.3,测试集,-0.3310771650255667,0.22293731348158827,0.866551762635817,0.43092806778195436,-0.2164652038700534,0.27622401770688604,-2.4355704382089307,-2.4812978984030547,3.244188171282998,3.8363220040189256,-0.43796681128265363,-0.5477553676749692,-0.20933083893444265,-0.5043931997723431,-0.9904871764199792,0.430313951199486,-0.20704107821291964,0.5758089614706988,1.3731974398884936,1.0054531507353701,0.2811021725104962,0.768278228410819,-0.0069250180642144235,0.6772469588310011,-0.13369539011152404,0.7574634403605445,0.2804270850669831,0.4410204432975891,0.04900970083191478,-0.05447815337041155,-1.7674960328300737,-1.9795970195416066,-1.8406977743579416,-1.4934742335942566,-2.482474414156094,-1.5652474247170745,-0.7022538538895899,1.0596842771674402,1.0666990184766607,1.3591442426508937
2024-05-07 06:16:00,122.6,37.0,492863,60.5,55.0,45.8,47.8,215,190,441,432,50.0,1784.0,0,1,0,18235.931,0.27906976744186046,0.2954214021385382,0.3157894736842105,0.3073274410154506,0.1360544217687075,0.13421493096893333,0.1388888888888889,0.13569234766611593,124.1,120.6,122.5,38.8,41.58,37.93,483300.0,463108.0,477912.0,18752.04,19256.03064,18127.20216,57.5,57.7,59.5,59.9,60.0,61.1,42.8,43.7,46.1,42.7,46.7,46.0,测试集,-0.591634869774973,0.025263235278498677,1.2941365489221521,0.3042192091604844,0.40545368568889356,-0.7341421068627433,-1.3805216155190845,-0.6812560386167761,3.1853013396296315,4.047522621451251,-0.4721494103480153,-0.2722871589775506,-0.33092673724831473,-0.9386406791566118,-0.6083094333104292,0.22272684094862386,0.5277806815322239,0.12653604564524937,0.8664598390418424,-0.03635092317021892,0.6253317683233746,0.43074442982280803,0.5542125885056604,0.27668299626087983,-0.21661895729552144,-0.175413677727912,0.19750447792178652,0.2760538313807055,0.2964476642744236,0.5229495720993067,-2.4356898546501147,-2.1203121405401513,-1.277481457427291,-2.481863414115767,-1.0703170093009493,-1.3180780401006322,1.2914921681826041,-2.9714567848868354,0.6518124667400252,0.18549727129126248
2024-05-07 06:17:00,119.9,39.43,474937,56.6,57.3,44.2,43.0,223,210,441,419,49.3,1702.4,0,0,1,18726.765910000002,0.26905829596412556,0.2810512431495451,0.2857142857142857,0.30416879062061936,0.1360544217687075,0.13415308804994755,0.1431980906921241,0.13693470553056813,122.6,124.8,123.1,37.0,40.69,34.89,492863.0,494634.0,486412.0,18235.931,20126.65746,16970.914679999998,60.5,57.9,62.2,55.0,60.7,58.8,45.8,44.7,44.1,47.8,45.5,42.7,测试集,-1.0606387383239024,0.29212324085267,0.4926218695360972,0.42472307795113146,-0.4030408707377372,-0.2598886198198565,-1.9432143209536672,-2.37541308312151,2.1139014892955705,3.8139727323329624,-0.48063679432049544,-0.1034268036304152,-0.5914893764923252,-0.20910491379104,-0.5040791397350985,0.025024831185898336,0.4300241245556651,-0.2073978575599743,1.2940168954117495,1.3730172210946112,1.0052761345627546,0.30401518599706745,0.7680054368958747,-0.00728322322593833,0.4053077965844614,-0.13395247247953704,0.7572320761518662,-0.7343666666102008,0.44078647628255396,0.04863394046346654,-1.3806469780921584,-1.7685243380437885,-1.9815018535906037,-0.6815831210230162,-1.4939642307574936,-2.4833051390067116,-0.8519886968994862,-0.9912081094365806,0.9339803019008489,0.24568138248912758
2024-05-07 06:18:00,122.4,40.8,486100,61.1,63.2,45.5,43.4,211,196,440,442,50.0,1837.6,0,1,0,19832.88,0.2843601895734597,0.27822178852692364,0.30612244897959184,0.30289328041653774,0.13636363636363635,0.13539544655911734,0.13574660633484162,0.13788315343509105,119.9,124.1,120.6,39.43,38.8,41.58,474937.0,483300.0,463108.0,18726.765910000002,18752.04,19256.03064,56.6,57.5,57.7,57.3,59.9,60.0,44.2,42.8,43.7,43.0,42.7,46.7,测试集,-0.6263758970748919,0.4425751781516881,0.9917465134045861,0.6962828721981329,0.5298374636006833,0.9566746730292905,-1.4860264977880682,-2.2342333294127825,1.902945071796945,3.7196617990242378,-0.31013427161088525,0.0254855289337642,-1.0605021271315422,-0.3306942080186357,-0.9383720296323138,0.2919225443655782,0.22242873951555714,0.5274764228488896,0.4925541962078435,0.8663313571379536,-0.0363972196540117,0.42453844171935784,0.43045164752338344,0.5539057124617425,-0.40319698345951605,-0.21687488297628843,-0.17564725423159894,-0.2600876573491636,0.2758278339875476,0.29610296566477456,-1.9433365122564,-2.4369211627868803,-2.1223059328232656,-2.3759645733456063,-2.482474414156094,-1.07090865548419,1.0082515902123135,3.5585062353610555,0.4608677454859773,-0.056940618161529795
2024-05-07 06:19:00,122.2,42.96,482795,57.8,60.3,43.7,45.8,205,204,445,434,50.0,1776.4,0,1,0,20740.873199999998,0.2926829268292683,0.27675837389277724,0.29411764705882354,0.30814538125687385,0.1348314606741573,0.1351508543402073,0.1382488479262673,0.13886625635367783,122.4,122.6,124.8,40.8,37.0,40.69,486100.0,492863.0,494634.0,19832.88,18235.931,20126.65746,61.1,60.5,57.9,63.2,55.0,60.7,45.5,45.8,44.7,43.4,47.8,45.5,测试集,-0.6611169243748132,0.6797840719953965,0.8439719950864498,0.9192024144034726,-0.1542733149141593,0.35870288501869224,-2.119055791401975,-1.3871548071604156,1.7938368690831077,4.108000936177812,-0.3437023520413662,0.15910814519060806,-0.6262310617248581,-0.5912426956491968,-0.20875997460499163,0.4423957406849859,0.024718849001169,0.42971287881841286,0.9916464706256278,1.2938447607922254,1.3727940850592468,0.6961419251127824,0.30371489802854756,0.7677181171928127,0.5296931473604584,0.40504319574934916,-0.13418595065900138,0.9565411055378475,-0.7345438500693606,0.44045989703220445,-1.486151265747953,-1.3815577552977911,-1.7702957347416093,-2.234766118985391,-0.6819737229657865,-1.4946276005409473,-0.27674116020868783,1.4735517874664699,0.7283244596117374,-0.22070762845952935
2024-05-07 06:20:00,122.5,41.78,488699,58.1,54.2,45.1,43.5,209,204,430,448,49.84,1706.9,0,0,1,20417.84422,0.28708133971291866,0.2824505039043265,0.29411764705882354,0.299172300499147,0.13953488372093023,0.13656776485922778,0.13392857142857142,0.13800220105413868,122.2,119.9,124.1,42.96,39.43,38.8,482795.0,474937.0,483300.0,20740.873199999998,18726.765910000002,18752.04,57.8,56.6,57.5,60.3,57.3,59.9,43.7,44.2,42.8,45.8,43.0,42.7,测试集,-0.6090053834249325,0.5501977318400375,1.107954069564597,0.8398962342022795,-0.09208142595826371,-0.8990998414863557,-1.6266996741467137,-2.1989383909856,2.218226553785075,3.444533393379837,-0.14924413715119125,0.04166639262111807,-0.6609727469573933,-1.060229973384205,-0.3303619837762124,0.6796381524002573,0.2916272011955934,0.22210265610200722,0.8438815358454812,0.49246388931816126,0.8661717971819369,0.9190973311121237,0.4242452918639398,0.4301334506557583,-0.15442628190752375,-0.4034503065939794,-0.21710855780419797,0.3585371373391466,-0.2602877534712205,0.27548054689799867,-2.119176991682726,-1.94441823929197,-2.4391151110967586,-1.3875753928240957,-2.3765626087919594,-2.4833051390067116,-0.20425746417101487,-3.09697942798227,0.24277538927215025,-0.09162183034845564
2024-05-07 06:21:00,124.1,45.35,480332,63.2,59.8,45.4,47.2,218,210,456,449,50.0,1819.4,0,1,0,21783.0562,0.27522935779816515,0.28168242197558746,0.2857142857142857,0.2931572629051621,0.13157894736842105,0.13567266997917046,0.133630289532294,0.13695048118281966,122.5,122.4,122.6,41.78,40.8,37.0,488699.0,486100.0,492863.0,20417.84422,19832.88,18235.931,58.1,61.1,60.5,54.2,63.2,55.0,45.1,45.5,45.8,43.5,43.4,47.8,测试集,-0.3310771650255667,0.9422513202761659,0.7338453268209219,1.175066618291991,0.9651806862919464,0.2556043008789341,-1.5211947918777302,-0.8930256691798659,2.1609604606175847,2.999782886829219,-0.27208785254234263,-0.10128258872966264,-0.6088602191085917,-0.6259824939999363,-0.5909377177145416,0.5500335015558037,0.4421063956426554,0.024378634467335552,1.1078464904421486,0.9915052074184054,1.293631558869842,0.8397783919554723,0.6958648612514879,0.30338510813014175,-0.09223360651952457,0.529426811494477,0.40481099578477875,-0.8993332785270829,0.9562822334544461,-0.7350179726740064,-1.6268236492890134,-1.487094096046699,-1.3830845168517893,-2.1994665053953364,-2.2353468683064452,-0.6824996225154986,2.085717300428641,0.7667574075765733,0.41389862422060747,0.09044795157657613
2024-05-07 06:22:00,121.5,38.75,486032,62.1,63.3,40.0,46.3,225,205,481,427,50.0,1791.6,0,1,0,18833.74,0.26666666666666666,0.28120409611609565,0.2926829268292683,0.29455099112815863,0.12474012474012475,0.13340981057345394,0.1405152224824356,0.13641390754088198,124.1,122.2,119.9,45.35,42.96,39.43,480332.0,482795.0,474937.0,21783.0562,20740.873199999998,18726.765910000002,63.2,57.8,56.6,59.8,60.3,57.3,45.4,43.7,44.2,47.2,45.8,43.0,测试集,-0.7827105199245367,0.21744636686483607,0.9887060694573446,0.4509860666724487,0.7371437601203322,0.9772943898572409,-3.420282672719453,-1.2106801150245057,2.125297789476439,3.1028348334689997,-0.5826449376060288,-0.1742132783803896,-0.33092673724831473,-0.6607222923506784,-1.0599740388035321,0.9421424875852099,0.679358264259922,0.2913060636741427,0.73376200956303,0.8437553591409436,0.49235124013959153,1.175002699005421,0.9188334720128077,0.42392652728038,0.9650418750764467,-0.15468307510372525,-0.4036844238808907,0.2554330048910949,0.35830715513505007,-0.26070234103816775,-1.5213193616332188,-2.1203121405401513,-1.9463008337824375,-0.8933808025633381,-1.3880524253933588,-2.3773754027425236,1.5666500039100926,3.0323830754028798,1.992810384441607,0.2109165519083663
2024-05-07 06:23:00,124.8,43.56,491107,59.9,60.2,41.2,44.9,208,200,454,422,50.0,1778.9,0,1,0,21392.62092,0.28846153846153844,0.28202436589371144,0.3,0.29332650133224025,0.13215859030837004,0.13256880136240068,0.14218009478672985,0.13770060523125965,121.5,122.5,122.4,38.75,41.78,40.8,486032.0,488699.0,486100.0,18833.74,20417.84422,19832.88,62.1,58.1,61.1,63.3,54.2,63.2,40.0,45.1,45.5,46.3,43.5,43.4,测试集,-0.20948356947584332,0.7456754313964266,1.2156215552257386,1.0792116560759597,0.2810699077771039,0.3380831681907418,-2.998263143643513,-1.704809253005053,2.1864548662801306,3.012296337492622,-0.6980658817604048,0.0006737130722020714,-0.7825686452712654,-0.6086125948245666,-0.6256811489063169,0.21723511845521512,0.5497484471449341,0.441796013473865,0.9886062238585931,1.107693363446582,0.9913299413549091,0.45080565568897796,0.8395098351108505,0.6955709426107277,0.7370020653204526,-0.09249126723116062,0.5291949065025744,0.9771619320274567,-0.8995024923643655,0.9560203662015949,-3.4203965394375397,-1.6278092170452436,-1.4886875762762852,-1.2110773248738258,-2.200042933185066,-2.2361357543902716,0.6145466676241563,1.0184066893088737,2.0929852051172326,-0.0011485522793605527
2024-05-07 06:24:00,122.3,41.49,477124,57.0,59.7,43.0,45.8,197,206,436,454,49.98,1763.6,0,0,1,19795.874760000002,0.30456852791878175,0.28440148611161414,0.2912621359223301,0.2927553991049415,0.13761467889908258,0.1331254450073857,0.13215859030837004,0.1364825537076802,124.8,124.1,122.2,43.56,45.35,42.96,491107.0,480332.0,482795.0,21392.62092,21783.0562,20740.873199999998,59.9,63.2,57.8,60.2,59.8,60.3,41.2,45.4,43.7,44.9,47.2,45.8,测试集,-0.6437464107248538,0.5183502414628731,0.5904079123687036,0.6871977918693393,-0.3201183521298779,0.23498458405098366,-2.3652338500296066,-1.3871548071604156,2.363686464597018,2.970069169180774,-0.6216715519275096,-0.16488294253237112,-0.20933083893444265,-0.3306942080186357,-0.6604245800980946,0.7455388223211661,0.9418730633318045,0.6790648394354718,1.215506993604204,0.7336470758406747,0.8435986318935973,1.0791323154289072,1.174753996163281,0.9185599490503175,0.2809224458084646,0.9647694666024236,-0.1549166024453009,0.33791631084953744,0.25520800370067165,0.3579702219651008,-2.998379388814356,-1.5222728762963358,-2.1223059328232656,-1.705271915134581,-0.8937973336940562,-1.3886978642767593,-0.7566594159984944,0.6979204683225948,1.470398598219384,0.22871816635253317
2024-05-07 06:25:00,121.3,43.12,484315,63.7,56.0,43.8,43.1,216,202,455,442,49.97,1772.1,0,0,1,20883.6628,0.2777777777777778,0.2825407737245859,0.297029702970297,0.29333781028723627,0.13186813186813187,0.13159209463682606,0.13574660633484162,0.13684616068893424,122.3,121.5,122.5,41.49,38.75,41.78,477124.0,486032.0,488699.0,19795.874760000002,18833.74,20417.84422,57.0,62.1,58.1,59.7,63.3,54.2,43.0,40.0,45.1,45.8,46.3,43.5,测试集,-0.817451547224458,0.697355101169004,0.9119348597894958,0.9542583952893247,1.068833834551771,-0.527944938583227,-2.083887497312315,-2.3401181446943276,2.224956825314407,3.0131325190433516,-0.8321100883471179,-0.11546175253706413,-0.6436019043411269,-0.782311586578274,-0.6083094333104292,0.5181815110940313,0.21693679811238,0.5494457585860757,0.5903338973770359,0.9884652710544516,1.1075035187497502,0.6870553831559674,0.4505140615361757,0.8392290561522273,-0.3202734162755186,0.7367328377363562,-0.09272464708640234,0.23481217840148572,0.9769020637413206,-0.8999973228082108,-2.3653536628795835,-3.4219270097766956,-1.6294916555089474,-1.3875753928240957,-1.2115327497864659,-2.200825842302208,2.3781091353129327,-1.5907680627094662,1.7340238094940048,0.2701941421301901
